,item,referencia,tipo,codigo,descricao,unid,quantidade,bdi,preco_material_unitario,preco_material_total,preco_execucao_unitario,preco_execucao_total,preco_unitario,pre√ßo_total,Titulo,primeiro,segundo,terceiro
158,16.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-AVR,TAXA AVERBACAO,VB,1,"0,0%",0.0,0.0,502.85,502.85,502.85,502.85,Projeto 2 - Ca,16,1,1
159,16.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-HBT,TAXA HABITE-SE PREFEITURA,VB,1,"0,0%",0.0,0.0,150.0,150.0,150.0,150.0,Projeto 2 - Ca,16,1,2
160,16.1.3,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-VCA,TAXA VISTORIA CONCESSIONARIA DE AGUA,VB,1,"0,0%",0.0,0.0,260.0,260.0,260.0,260.0,Projeto 2 - Ca,16,1,3
2,1.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_INF-SON,SONDAGEM,VB,1,"0,0%",0.0,0.0,3000.0,3000.0,3000.0,3000.0,Projeto 1 - Wa,1,1,1
4,1.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_INF-LVT,LEVANTAMENTO TOPOGRAFICO,VB,1,"0,0%",0.0,0.0,1200.0,1200.0,1200.0,1200.0,Projeto 1 - Wa,1,2,1
6,1.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-APR,APROVACAO DE PROJETOS E TAXAS,VB,1,"0,0%",0.0,0.0,2000.0,2000.0,2000.0,2000.0,Projeto 1 - Wa,1,3,1
7,1.3.2,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-IMP,CUSTOS DE IMPRESAO E PLOTAGEM,VB,1,"0,0%",0.0,0.0,800.0,800.0,800.0,800.0,Projeto 1 - Wa,1,3,2
8,1.3.3,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-RRT,TAXA RRT,VB,1,"0,0%",0.0,0.0,108.69,108.69,108.69,108.69,Projeto 1 - Wa,1,3,3
9,1.3.4,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-PRT,TAXA PROTOCOLO,VB,1,"0,0%",0.0,0.0,800.0,800.0,800.0,800.0,Projeto 1 - Wa,1,3,4
11,1.4.1,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-ART,TAXA ART,VB,2,"0,0%",0.0,0.0,88.78,177.56,88.78,177.56,Projeto 1 - Wa,1,4,1
14,2.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_TRN-LPZ-CTT,LIMPEZA DA CAMADA VEGETAL DO LOTE,M2,485,"0,0%",0.0,0.0,11.2,5432.0,11.2,5432.0,Projeto 1 - Wa,2,1,1
16,2.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-CSM-H20,CONSUMO DE AGUA DURANTE A OBRA,VB,"3,6","0,0%",200.0,720.0,0.0,0.0,200.0,720.0,Projeto 1 - Wa,2,2,1
17,2.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-CSM-ELE,CONSUMO DE ENERGIA DURANTE A OBRA,VB,"3,6","0,0%",400.0,1440.0,0.0,0.0,400.0,1440.0,Projeto 1 - Wa,2,2,2
18,2.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-BWC-PRV,BANHEIRO PROVISORIO,VB,"3,6","0,0%",0.0,0.0,1500.0,5400.0,1500.0,5400.0,Projeto 1 - Wa,2,2,3
19,2.2.4,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-CCB-GRS,CACAMBAS E GESTAO DE RESIDUOS,VB,"3,6","0,0%",0.0,0.0,1250.0,4500.0,1250.0,4500.0,Projeto 1 - Wa,2,2,4
20,2.2.5,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-CON-MTR,CONTAINER PARA MATERIAL,VB,"3,6","0,0%",0.0,0.0,1200.0,4320.0,1200.0,4320.0,Projeto 1 - Wa,2,2,5
21,2.2.6,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-EPI-5PS,EPI E PEC PARA TIME DE 5 PESSOAS,VB,"3,6","0,0%",0.0,0.0,2000.0,7200.0,2000.0,7200.0,Projeto 1 - Wa,2,2,6
23,2.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-TPM,INSTALACAO DE TAPUME,ML,95,"0,0%",95.34,9057.3,11.0,1045.0,106.34,10102.3,Projeto 1 - Wa,2,3,1
25,2.4.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-INS-PLO,INSTALACAO DE PLACA DE OBRA,VB,1,"0,0%",300.0,300.0,0.0,0.0,300.0,300.0,Projeto 1 - Wa,2,4,1
27,2.5.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CTO-CDA-EQM,CONDICAO DE ACESSO DE EQUIPAMENTOS E MATERIAIS,VB,"3,6","0,0%",0.0,0.0,2000.0,7200.0,2000.0,7200.0,Projeto 1 - Wa,2,5,1
29,2.6.1,MKS_COMPOSICOES,COMPOSICAO,CMP_INS-PRV,INSTALACOES PROVISORIAS DE AGUA E ENERGIA,VB,1,"0,0%",0.0,0.0,100.0,100.0,100.0,100.0,Projeto 1 - Wa,2,6,1
32,3.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_TRN-TER-ATR,ATERRO,M3,384,"0,0%",0.0,0.0,30.84,11841.98,30.84,11841.98,Projeto 1 - Wa,3,1,1
34,3.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_MUR-CNT-BLA-180,"MURO DE CONTENCAO DE BLOCO APARENTE; H1,8M",ML,"31,72","0,0%",379.66,12042.82,295.0,9357.4,674.66,21400.22,Projeto 1 - Wa,3,2,1
36,3.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_LIG-INF-CDM-MTS,LIGACOES ELETRICAS E HIDROSSANITARIAS EM CONDOMINIO - METRO QUADRADO,M2,247,"0,0%",44.0,10868.0,35.0,8645.0,79.0,19513.0,Projeto 1 - Wa,3,3,1
37,3.3.2,MKS_COMPOSICOES,COMPOSICAO,CMP_LIG-INF-CDM-UNI,LIGACOES ELETRICAS E HIDROSSANITARIAS EM CONDOMINIO - UNITARIO,VB,1,"0,0%",3500.0,3500.0,0.0,0.0,3500.0,3500.0,Projeto 1 - Wa,3,3,2
39,3.4.1,MKS_COMPOSICOES,COMPOSICAO,CMP_INF-FUN-012-RAD-TEL,CONCRETAGEM DE FUNDACAO DE RADIER COM TELA DE ACO,M2,"237,98","0,0%",126.76,30165.87,85.0,20228.3,211.76,50394.17,Projeto 1 - Wa,3,4,1
41,3.5.1,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP_ESC-CCT-ARM,ESCADA EM CONCRETO ARMADO,ML,"3,22","0,0%",602.87,1941.23,300.0,966.0,902.87,2907.23,Projeto 1 - Wa,3,5,1
43,3.6.1,MKS_COMPOSICOES,COMPOSICAO,CMP_MUR-BLA-260,"MURO DE BLOCO APARENTE; H2,6M",ML,"79,31","0,0%",356.02,28235.6,260.0,20620.6,616.02,48856.2,Projeto 1 - Wa,3,6,1
44,3.6.2,MKS_COMPOSICOES,COMPOSICAO,CMP_REB-MUR,REBOCO DE MURO,M2,"4,68","0,0%",13.84,64.77,25.0,117.0,38.84,181.77,Projeto 1 - Wa,3,6,2
45,3.6.3,MKS_COMPOSICOES,COMPOSICAO,CMP_REB-MUR,REBOCO DE MURO,M2,"410,84","0,0%",13.84,5686.03,25.0,10271.0,38.84,15957.03,Projeto 1 - Wa,3,6,3
46,3.6.4,MKS_COMPOSICOES,COMPOSICAO,CMP_PIN-MUR-TEX,TEXTURA ROLADA PARA MURO - BRANCA,M2,"411,87","0,0%",7.04,2898.33,23.0,9473.01,30.04,12371.34,Projeto 1 - Wa,3,6,4
49,4.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP-ALV-VED-CER-014,ALVENARIA DE VEDACAO DE BLOCO CERAMICO 014,M2,"129,94","0,0%",134.19,17436.49,80.0,10395.2,214.19,27831.69,Projeto 1 - Wa,4,1,1
50,4.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP-ALV-VED-CER-009,ALVENARIA DE VEDACAO DE BLOCO CERAMICO 009,M2,"485,92","0,0%",116.57,56646.03,80.0,38873.6,196.57,95519.63,Projeto 1 - Wa,4,1,2
52,4.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP_LAJ-CON-TRL-012-INC,CONCRETAGEM E DESFORMA - LAJE PRE FABRICADA TRELICADA INCLINADA ATE 2 POR CENTO,M2,"90,96","0,0%",321.84,29274.87,205.0,18646.8,526.84,47921.67,Projeto 1 - Wa,4,2,1
53,4.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP_LAJ-CON-TRL-012,CONCRETAGEM E DESFORMA - LAJE PRE FABRICADA TRELICADA,M2,"35,64","0,0%",265.31,9455.62,100.0,3564.0,365.31,13019.62,Projeto 1 - Wa,4,2,2
54,4.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP_LAJ-CON-TRL-012,CONCRETAGEM E DESFORMA - LAJE PRE FABRICADA TRELICADA,M2,"135,52","0,0%",265.31,35954.7,100.0,13552.0,365.31,49506.7,Projeto 1 - Wa,4,2,3
57,5.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-EST-TLD-CTR-FIB,ESTRUTURA DE TELHADO PARA CASA TERREA COM FIBROCIMENTO,M2,"163,5","0,0%",143.51,23464.29,50.0,8175.0,193.51,31639.29,Projeto 1 - Wa,5,1,1
59,5.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,"0,02","0,0%",121.66,2.43,0.0,0.0,121.66,2.43,Projeto 1 - Wa,5,2,1
60,5.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,3,"0,0%",121.66,364.98,0.0,0.0,121.66,364.98,Projeto 1 - Wa,5,2,2
61,5.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,3,"0,0%",121.66,364.98,0.0,0.0,121.66,364.98,Projeto 1 - Wa,5,2,3
62,5.2.4,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,3,"0,0%",121.66,364.98,0.0,0.0,121.66,364.98,Projeto 1 - Wa,5,2,4
63,5.2.5,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,"4,7","0,0%",121.66,571.8,0.0,0.0,121.66,571.8,Projeto 1 - Wa,5,2,5
64,5.2.6,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,3,"0,0%",121.66,364.98,0.0,0.0,121.66,364.98,Projeto 1 - Wa,5,2,6
65,5.2.7,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,"28,31","0,0%",121.66,3444.19,0.0,0.0,121.66,3444.19,Projeto 1 - Wa,5,2,7
66,5.2.8,MKS_COMPOSICOES,COMPOSICAO,CMP_COB-CLH-RUF-BRC,CALHAS E RUFOS COM PINTURA ELETROSTATICA COR BRANCO,ML,"99,08","0,0%",121.66,12054.07,0.0,0.0,121.66,12054.07,Projeto 1 - Wa,5,2,8
69,6.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ELE-PAA,INSTALACOES ELETRICAS - PADRAO ALTO,M2,247,"0,0%",69.3,17117.1,35.0,8645.0,104.3,25762.1,Projeto 1 - Wa,6,1,1
71,6.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ELE-ACB-PAA,ACABAMENTOS ELETRICOS - PADRAO ALTO,M2,247,"0,0%",26.4,6520.8,12.0,2964.0,38.4,9484.8,Projeto 1 - Wa,6,2,1
74,7.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_HID-AFR-AQN-ESG,"INSTALACOES DE AGUA FRIA, AGUA QUENTE E ESGOTO",M2,247,"0,0%",93.5,23094.5,35.0,8645.0,128.5,31739.5,Projeto 1 - Wa,7,1,1
76,7.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_HIS-FQE-ACH-BWC-PAA,ACABAMENTOS HIDROSSANITARIOS NOS BANHEIROS - PADRAO ALTO,UN,5,"0,0%",5165.0,25825.0,180.0,900.0,5345.0,26725.0,Projeto 1 - Wa,7,2,1
77,7.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_HIS-FQE-ACH-CAS-PAA,ACABAMENTOS HIDROSSANITARIOS NA COZINHA E AREA DE SERVICO - PADRAO ALTO,UN,1,"0,0%",680.0,680.0,0.0,0.0,680.0,680.0,Projeto 1 - Wa,7,2,2
80,8.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_PIS-CNT-004,CONTRAPISO 4CM,M2,"324,11","0,0%",20.15,6531.17,35.0,11343.85,55.15,17875.02,Projeto 1 - Wa,8,1,1
82,8.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_PIS-RCR-PRC-090X090-BCL-RTF-PLD-INT,PORCELANATO; 90X90CM; BEGE CLARO; RETIFICADO; POLIDO; REF. INCEPA; AREA SECA; AREA SECA,M2,"140,66","0,0%",255.18,35894.31,88.0,12378.08,343.18,48272.39,Projeto 1 - Wa,8,2,1
83,8.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_PIS-RCR-PRC-090X090-BCL-RTF-PLD-INT-AUM,PORCELANATO; 90X90CM; BEGE CLARO; RETIFICADO; POLIDO; REF. INCEPA; AREA UMIDA; COM IMPERMEABILIZACAO,M2,"37,23","0,0%",312.09,11619.0,113.0,4206.99,425.09,15825.99,Projeto 1 - Wa,8,2,2
84,8.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_PIS-RCR-PRC-060X060-CCL-RTF-ACT-EXT,PORCELANATO EXTERNO; 60X60CM; CINZA CLARO; RETIFICADO; ACETINADO; REF. INCEPA; AREA UMIDA; COM IMPERMEABILIZACAO,M2,"119,7","0,0%",264.67,31680.46,69.0,8259.3,333.67,39939.76,Projeto 1 - Wa,8,2,3
86,8.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP-SOL-PRT-GNT-PSG,SOLEIRA DE PORTA EM GRANITO PRETO SAO GABRIEL,ML,"20,32","0,0%",58.52,1189.13,45.0,914.4,103.52,2103.53,Projeto 1 - Wa,8,3,1
87,8.3.2,MKS_COMPOSICOES,COMPOSICAO,CMP_SUP-SOL-BOX-GNT-CLR,SOLEIRAS DE BOX EM GRANITO DE TONALIDADE CLARA,ML,"5,62","0,0%",19.54,109.79,45.0,252.9,64.54,362.69,Projeto 1 - Wa,8,3,2
90,9.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_PRD-RBC-1FC-EXT,REBOCO EXTERNO,M2,"17,5","0,0%",26.95,471.63,25.0,437.5,51.95,909.13,Projeto 1 - Wa,9,1,1
91,9.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_PRD-RBC-1FC-EXT,REBOCO EXTERNO,M2,"517,9","0,0%",26.95,13957.41,25.0,12947.5,51.95,26904.91,Projeto 1 - Wa,9,1,2
92,9.1.3,MKS_COMPOSICOES,COMPOSICAO,CMP_PRD-RBC-1FC,RESTANTE REBOCO INTERNO,M2,"637,6","0,0%",26.95,17183.32,25.0,15940.0,51.95,33123.32,Projeto 1 - Wa,9,1,3
94,9.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_RVP-INT-RVC-060X030-BRN-RTF-ACT,REVESTIMENTO CERAMICO DE PAREDE; 60X30CM; BRANCO; RETIFICADO; ACETINADO; REF. PORTINARI,M2,"60,31","0,0%",214.77,12952.78,60.0,3618.6,274.77,16571.38,Projeto 1 - Wa,9,2,1
95,9.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_RVP-INT-PRC-090X090-BGE-RTF-ACT,REVESTIMENTO CERAMICO DE PAREDE; 90X90CM; BEGE; RETIFICADO; POLIDO; REF. INCEPA,M2,"43,01","0,0%",237.33,10207.58,78.0,3354.78,315.33,13562.36,Projeto 1 - Wa,9,2,2
96,9.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_RVP-INT-PRC-090X090-BGE-RTF-ACT,REVESTIMENTO CERAMICO DE PAREDE; 90X90CM; BEGE; RETIFICADO; POLIDO; REF. INCEPA,M2,"62,67","0,0%",237.33,14873.5,78.0,4888.26,315.33,19761.76,Projeto 1 - Wa,9,2,3
99,10.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_FOR-GES-OBR-TBC-INT,FORRO DE GESSO  EXECUTADO EM OBRA COM TABICA E CORTINEIRO,M2,"224,4","0,0%",59.06,13253.31,30.0,6732.0,89.06,19985.31,Projeto 1 - Wa,10,1,1
100,10.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-ALC-BRC-60X60,ALCAPAO METALICO BRANCO 60X60,UN,1,"0,0%",150.26,150.26,0.0,0.0,150.26,150.26,Projeto 1 - Wa,10,1,2
103,11.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_JAP-MX-25-VM-080X078,JANELA EM ALUMINIO PRETO UMA FOLHA MAXIM-AIR MINI BOREAL 80 X 78,UN,3,"0,0%",790.0,2370.0,0.0,0.0,790.0,2370.0,Projeto 1 - Wa,11,1,1
104,11.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"1,87","0,0%",825.0,1542.75,0.0,0.0,825.0,1542.75,Projeto 1 - Wa,11,1,2
105,11.1.3,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"1,8","0,0%",825.0,1485.0,0.0,0.0,825.0,1485.0,Projeto 1 - Wa,11,1,3
106,11.1.4,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"2,25","0,0%",825.0,1856.25,0.0,0.0,825.0,1856.25,Projeto 1 - Wa,11,1,4
107,11.1.5,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"2,73","0,0%",825.0,2252.25,0.0,0.0,825.0,2252.25,Projeto 1 - Wa,11,1,5
108,11.1.6,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"3,93","0,0%",825.0,3242.25,0.0,0.0,825.0,3242.25,Projeto 1 - Wa,11,1,6
109,11.1.7,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"7,96","0,0%",825.0,6567.0,0.0,0.0,825.0,6567.0,Projeto 1 - Wa,11,1,7
110,11.1.8,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-JNL-32-VL-M2,ESQUADRIA METALICA - JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,8,"0,0%",825.0,6600.0,0.0,0.0,825.0,6600.0,Projeto 1 - Wa,11,1,8
111,11.1.9,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-PJT-32-VL-M2,ESQUADRIA METALICA - PORTA JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"13,47","0,0%",1085.0,14614.95,0.0,0.0,1085.0,14614.95,Projeto 1 - Wa,11,1,9
112,11.1.10,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-MET-PJT-32-VL-M2,ESQUADRIA METALICA - PORTA JANELA LINHA 32 PRETA COM VIDRO LISO POR METRO QUADRADO,M2,"5,4","0,0%",1085.0,5859.0,0.0,0.0,1085.0,5859.0,Projeto 1 - Wa,11,1,10
114,11.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-PRT-MAD-060X210-BRC-SMO-CPR,PORTA INTERNA DE MADEIRA SEMI-OCA; 60X210CM; BRANCA; COM PROTECAO CONTRA UMIDADE,UN,5,"0,0%",804.42,4022.1,150.0,750.0,954.42,4772.1,Projeto 1 - Wa,11,2,1
115,11.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-PRT-MAD-070X210-BRC-SMO-CPR,PORTA INTERNA DE MADEIRA SEMI-OCA; 70X210CM; BRANCA; COM PROTECAO CONTRA UMIDADE,UN,6,"0,0%",809.42,4856.52,150.0,900.0,959.42,5756.52,Projeto 1 - Wa,11,2,2
116,11.2.3,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-PRT-MAD-080X210-BRC-MMC-CFR,PORTA EXTERNA DE MADEIRA MACICA; 80X210CM; BRANCA,UN,2,"0,0%",2134.72,4269.44,150.0,300.0,2284.72,4569.44,Projeto 1 - Wa,11,2,3
117,11.2.4,MKS_COMPOSICOES,COMPOSICAO,CMP_ESQ-PRT-MAD-090X210-BRC-MMC-CFR-CKP,PORTA EXTERNA DE MADEIRA MACICA; 90X210CM; BRANCA; COM FRISOS; COM KIT PUXADOR,UN,1,"0,0%",2409.72,2409.72,150.0,150.0,2559.72,2559.72,Projeto 1 - Wa,11,2,4
120,12.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_PNT-INT-BRC-ACR,PINTURA ACRILICA FOSCA; BRANCO NEVE,M2,"228,35","0,0%",9.99,2280.43,25.0,5708.75,34.99,7989.18,Projeto 1 - Wa,12,1,1
121,12.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_PNT-INT-CCL-ACR,PINTURA ACRILICA FOSCA; CINZA CLARO,M2,"371,74","0,0%",11.37,4226.89,25.0,9293.5,36.37,13520.39,Projeto 1 - Wa,12,1,2
123,12.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_PNT-EXT-CCL-TXT-PRJ,TEXTURA PROJETADA COR CINZA CLARO,M2,"12,73","0,0%",8.96,114.1,28.0,356.44,36.96,470.54,Projeto 1 - Wa,12,2,1
124,12.2.2,MKS_COMPOSICOES,COMPOSICAO,CMP_PNT-EXT-CCL-TXT-PRJ,TEXTURA PROJETADA COR CINZA CLARO,M2,"585,15","0,0%",8.96,5244.7,28.0,16384.2,36.96,21628.9,Projeto 1 - Wa,12,2,2
127,13.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_GAS-ABG,TUBULACAO DE GAS E ABRIGO,UN,2,"0,0%",700.0,1400.0,850.0,1700.0,1550.0,3100.0,Projeto 1 - Wa,13,1,1
129,13.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ACB-INT-PRT-GNT-CLR,PRATELEIRA DE BOX EM GRANITO DE TONALIDADE CLARA,ML,"9,56","0,0%",55.0,525.8,45.0,430.2,100.0,956.0,Projeto 1 - Wa,13,2,1
131,13.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ICP-PSC-160-GRD,"PISCINA GRANDE H1,60 EM CONCRETO ARMADO IMPERMEABILIZADA COM PASTILHAS SEM EQUIPAMENTOS",M2,"19,83","0,0%",2460.0,48781.8,0.0,0.0,2460.0,48781.8,Projeto 1 - Wa,13,3,1
134,14.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CAL-INT-CON,CALCADA INTERNA DE CONCRETO DESEMPENADO,M2,"84,45","0,0%",46.63,3938.11,20.0,1689.0,66.63,5627.11,Projeto 1 - Wa,14,1,1
135,14.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_CAL-INT-VAS,CALCADA INTERNA DE CONCRETO VASSOURADO,M2,"31,83","0,0%",46.63,1484.31,30.0,954.9,76.63,2439.21,Projeto 1 - Wa,14,1,2
137,14.2.1,MKS_COMPOSICOES,COMPOSICAO,CMP_CAL-EXT-PAV,CALCADA DE BLOCO INTERTRAVADO PAVER,M2,"22,22","0,0%",52.45,1165.44,35.0,777.7,87.45,1943.14,Projeto 1 - Wa,14,2,1
139,14.3.1,MKS_COMPOSICOES,COMPOSICAO,CMP_ACB-GRM-ESM,GRAMA ESMERALDA,M2,"141,03","0,0%",16.5,2327.0,0.0,0.0,16.5,2327.0,Projeto 1 - Wa,14,3,1
140,14.3.2,MKS_COMPOSICOES,COMPOSICAO,CMP_ACB-MUD-IPE,MUDA DE IPE,UN,1,"0,0%",100.0,100.0,0.0,0.0,100.0,100.0,Projeto 1 - Wa,14,3,2
142,14.4.1,MKS_COMPOSICOES,COMPOSICAO,CMP_LAF-LPZ-FNL-OBR,LIMPEZA FINAL DE OBRA,M2,300,"0,0%",0.0,0.0,11.5,3450.0,11.5,3450.0,Projeto 1 - Wa,14,4,1
145,15.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_FNO-FOR-ENT,"FORMALIZACAO DA ENTREGA VISTORIA, ACEITE",VB,1,"11,6%",0.0,0.0,1.12,1.12,1.12,1.12,Projeto 1 - Wa,15,1,1
148,16.1.1,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-AVR,TAXA AVERBACAO,VB,1,"0,0%",0.0,0.0,502.85,502.85,502.85,502.85,Projeto 1 - Wa,16,1,1
149,16.1.2,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-HBT,TAXA HABITE-SE PREFEITURA,VB,1,"0,0%",0.0,0.0,150.0,150.0,150.0,150.0,Projeto 1 - Wa,16,1,2
150,16.1.3,MKS_COMPOSICOES,COMPOSICAO,CMP_EPO-TAX-VCA,TAXA VISTORIA CONCESSIONARIA DE AGUA,VB,1,"0,0%",0.0,0.0,260.0,260.0,260.0,260.0,Projeto 1 - Wa,16,1,3
